image_path,rating,comment
images/39906.jpg,5,
images/1548.jpg,5,
images/4525.jpg,5,
images/44743.jpg,2,
images/31958.jpg,1,
Overall,4,Overall satisfaction rating
images/39906.jpg,5,
images/1548.jpg,5,
images/4525.jpg,5,
images/44743.jpg,2,
images/31958.jpg,5,
Overall,4,Overall satisfaction rating
images/39906.jpg,5,
images/1548.jpg,5,
images/4525.jpg,5,
images/44743.jpg,3,
images/31958.jpg,5,
Overall,4,Overall satisfaction rating
